일자	년도	곡수	순위	곡코드	곡명	아티스트명	앨범명	발매일	발매년도	앨범소장르	앨범대장르	유통사	기획사
2024-01-01	2024년	1	140	94321284	찰나가 영원이 될 때 (The Eternal Moment)	마크툽 (Maktub)	Red Moon : Beyond The Light	2021-09-19	이전 발매	인디	가요	(주)비타민엔터테인먼트(국내)	(주)MAKTUB Company
2024-01-01	2024년	1	141	101483795	Heaven (2023)	임재현	시작은 첫키스 OST Part.1	2023-04-25	이전 발매	드라마	OST	주식회사 벅스(BUGS Corporation)	캔버스뮤직
2024-01-01	2024년	1	142	104802806	스노우볼	볼빨간사춘기	Merry Go Round	2023-12-12	이전 발매	인디	가요	주식회사 벅스(BUGS Corporation)	쇼파르엔터테인먼트
2024-01-01	2024년	1	143	87307557	있잖아	폴킴	연애플레이리스트2 OST Part.2	2017-07-21	이전 발매	드라마	OST	(주)삼쩜일사	스페이스오디티
2024-01-01	2024년	1	144	96791165	팡파레	다비치	Season Note	2022-05-16	이전 발매	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	WAKEONE
2024-01-01	2024년	1	145	93616612	Bad Habits	Ed Sheeran	0	2021-10-29	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2024-01-01	2024년	1	146	16108183	벌써 일년	브라운 아이즈	Brown Eyes	2001-06-01	이전 발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통대행)	갑엔터테인먼트
2024-01-01	2024년	1	147	95990155	INVU	태연 (TAEYEON)	INVU - The 3rd Album	2022-02-14	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-01-01	2024년	1	148	98664198	떠나보낼 준비해 둘걸 그랬어	임한별	떠나보낼 준비해 둘걸 그랬어	2022-10-18	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	오늘의 선곡
2024-01-01	2024년	1	149	96517321	LOVE me	BE'O (비오)	LOVE me	2022-04-12	이전 발매	랩/힙합	가요	주식회사 카카오엔터테인먼트	BIGPLANETMADE, SWING ENTERTAINMENT, 페임어스 엔터테인먼트
2024-01-01	2024년	1	150	96696807	무지개	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-01-01	2024년	1	151	94133414	고백	멜로망스 (MeloMance)	세 번째 '고백'	2021-08-29	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트, 민트페이퍼, 광합성
2024-01-01	2024년	1	152	101942045	첫 키스에 내 심장은 120BPM	경서	ONGOING	2023-05-26	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	꿈의 엔진
2024-01-01	2024년	1	153	99576616	Say I Love You	우디 (Woody)	Say I Love You (Re : WIND 4MEN Vol.04)	2022-12-21	이전 발매	발라드	가요	(주)지니뮤직	메이저나인
2024-01-01	2024년	1	154	86941521	봄날	방탄소년단	YOU NEVER WALK ALONE	2017-02-13	이전 발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2024-01-01	2024년	1	155	99084793	Dreamers (Music from the FIFA World Cup Qatar 2022 Official Soundtrack) (Feat. FIFA Sound)	정국 & 방탄소년단	Dreamers (Music from the FIFA World Cup Qatar 2022 Official Soundtrack)	2022-11-20	이전 발매	팝	POP	(주)뮤직트리엔터테인먼트(국내)	Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC
2024-01-01	2024년	1	156	86868163	Shape Of You	Ed Sheeran	÷ (Deluxe)	2017-03-03	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2024-01-01	2024년	1	157	90544866	At My Worst	Pink Sweat$	The Prelude	2020-07-17	이전 발매	R&B/소울	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2024-01-01	2024년	1	158	105009958	사랑노래	dori	사랑노래	2023-12-30	이전 발매	R&B/소울	가요	(주)와이지플러스	dori
2024-01-01	2024년	1	159	98384274	Unholy	Sam Smith & Kim Petras	Unholy	2022-09-23	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Universal Music Operations Limited
2024-01-01	2024년	1	160	88074702	Way Back Home	숀 (SHAUN)	Take	2018-06-27	이전 발매	인디	가요	(주)비타민엔터테인먼트(국내)	디씨톰엔터테인먼트
2024-01-01	2024년	1	161	81461935	오래된 노래	Standing Egg (스탠딩 에그)	오래된 노래	2012-09-04	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	본(born)
2024-01-01	2024년	1	162	93330349	Next Level	aespa	Next Level	2021-05-17	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-01-01	2024년	1	163	103118489	미친 사랑의 노래	김연지 & DK (디셈버)	미친 사랑의 노래	2023-08-20	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	방구석 캐스팅
2024-01-01	2024년	1	164	93335952	헤픈 우연	헤이즈 (Heize)	HAPPEN	2021-05-20	이전 발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통대행)	피네이션
2024-01-01	2024년	1	165	87894567	Bad	Christopher	Under the Surface	2019-11-08	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone Denmark
2024-01-01	2024년	1	166	100587038	Cupid	FIFTY FIFTY	The Beginning : Cupid	2023-02-24	이전 발매	댄스	가요	주식회사 인터파크	ATTRAKT
2024-01-01	2024년	1	167	93352112	Butter	방탄소년단	Butter	2021-05-21	이전 발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2024-01-01	2024년	1	168	101089615	That's Not How This Works (Feat. Dan ＋ Shay)	Charlie Puth	That's Not How This Works	2023-03-31	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2024-01-01	2024년	1	169	93851056	낙하 (With 아이유)	AKMU (악뮤)	NEXT EPISODE	2021-07-26	이전 발매	락	가요	(주)와이지플러스	YG Entertainment
2024-01-01	2024년	1	170	104997858	한참 지나서 (말하고 싶은 비밀 X 지아)	지아	한참 지나서 (말하고 싶은 비밀 X 지아)	2023-12-27	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2024-01-01	2024년	1	171	103016631	거리에서 (Feat. ASH ISLAND)	릴러말즈 (Leellamarz)	거리에서	2023-08-13	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	Ambition Musik
2024-01-01	2024년	1	172	81230210	Stronger (What Doesn't Kill You)	Kelly Clarkson	Stronger (What Doesn't Kill You)	2012-02-06	이전 발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	RCA Records Label
2024-01-01	2024년	1	173	101299315	빛이 나는 너에게	던 (DAWN)	빛이 나는 너에게	2023-04-13	이전 발매	R&B/소울	가요	주식회사 카카오엔터테인먼트	AT AREA
2024-01-01	2024년	1	174	104831274	Stay With Me (Feat. Skinny Brown)	ASH ISLAND	Stay With Me	2023-12-18	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	AMBITION MUSIK
2024-01-01	2024년	1	175	99014221	London Boy	임영웅	Polaroid	2022-11-15	이전 발매	락	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-01-01	2024년	1	176	102507880	CAKE	ITZY (있지)	KILL MY DOUBT	2023-07-31	이전 발매	댄스	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2024-01-01	2024년	1	177	96696810	아버지	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-01-01	2024년	1	178	94546037	내 기쁨은 너가 벤틀리를 끄는 거야	김승민	PROTOTYPE RESEARCH #0063	2021-10-19	이전 발매	랩/힙합	가요	주식회사 카카오엔터테인먼트	(주)뷰티플노이즈
2024-01-01	2024년	1	179	99014222	Polaroid	임영웅	Polaroid	2022-11-15	이전 발매	락	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-01-01	2024년	1	180	90178428	에잇 (Prod. & Feat. SUGA of BTS)	아이유 (IU)	에잇	2020-05-06	이전 발매	락	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2024-01-01	2024년	1	181	99513995	NOT SORRY (Feat. pH-1) (Prod. by Slom)	이영지	쇼미더머니 11 Episode 3	2022-12-17	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2024-01-01	2024년	1	182	97728588	Cookie	NewJeans	NewJeans 1st EP 'New Jeans'	2022-08-01	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-01-01	2024년	1	183	89374289	Memories	Maroon 5	Memories	2019-09-20	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Interscope Records (222 Records)
2024-01-01	2024년	1	184	96696680	FEARLESS	LE SSERAFIM (르세라핌)	FEARLESS	2022-05-02	이전 발매	댄스	가요	(주)와이지플러스	쏘스뮤직
2024-01-01	2024년	1	185	88344888	12 : 45 (Stripped)	Etham	12 : 45 (Stripped)	2018-10-26	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Closer Recordings Limited
2024-01-01	2024년	1	186	89296790	안녕	폴킴	호텔 델루나 OST Part.10 (tvN 토일드라마)	2019-08-12	이전 발매	드라마	OST	(주)드림어스컴퍼니(국내)	Beyond Music
2024-01-01	2024년	1	187	104931766	그 겨울엔 네가 있어	허용별 (허각 & 신용재 & 임한별)	허용별 프로젝트 #2	2023-12-20	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	플렉스엠
2024-01-01	2024년	1	188	98390713	우린 그렇게 사랑해서	강민경 (다비치) & 잔나비 최정훈	우린 그렇게 사랑해서	2022-09-26	이전 발매	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	WAKEONE, 페포니 뮤직
2024-01-01	2024년	1	189	87557784	Rewrite The Stars	Zac Efron & Zendaya	위대한 쇼맨 (The Greatest Showman) OST	2017-12-08	이전 발매	해외영화	OST	워너뮤직코리아(주)(해외)	Atlantic Records
2024-01-01	2024년	1	190	100469423	CHRISTIAN	Zior Park	WHERE DOES SASQUATCH LIVE? PART 1	2023-02-16	이전 발매	락	가요	(주)비타민엔터테인먼트(국내)	Beautiful Noise
2024-01-01	2024년	1	191	97946845	NIGHT DANCER	imase	NIGHT DANCER	2022-08-19	이전 발매	팝	J-POP	(주)유니버설뮤직(해외)	UNIVERSAL MUSIC LLC.
2024-01-01	2024년	1	192	104070000	이쁜 여자가 좋더라 (Feat. Gist & Jayci yucca)	릴러말즈 (Leellamarz)	인생은 한번이야	2023-10-26	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	Ambition Musik
2024-01-01	2024년	1	193	97183185	Left and Right (Feat. Jung Kook of BTS)	Charlie Puth & 정국 & 방탄소년단	Left and Right	2022-06-24	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2024-01-01	2024년	1	194	104535350	미쳐버리겠다 (MAD)	BE'O (비오)	미쳐버리겠다 (MAD)	2023-11-28	이전 발매	랩/힙합	가요	주식회사 카카오엔터테인먼트	BIGPLANETMADE
2024-01-01	2024년	1	195	103807036	Do or Die	임영웅	Do or Die	2023-10-09	이전 발매	일렉트로니카	가요	주식회사 카카오엔터테인먼트	물고기뮤직
2024-01-01	2024년	1	196	103626140	Chili	화사 (HWASA)	Chili	2023-10-04	이전 발매	댄스	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2024-01-01	2024년	1	197	94653222	strawberry moon	아이유 (IU)	strawberry moon	2021-10-19	이전 발매	락	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2024-01-01	2024년	1	198	93700014	Weekend	태연 (TAEYEON)	Weekend	2021-07-06	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-01-01	2024년	1	199	43366439	Must Have Love	SG워너비 & 브라운아이드걸스	SG워너비 & 브라운아이드걸스 싱글	2006-11-09	이전 발매	R&B/소울	가요	(주)드림어스컴퍼니(국내)	내가네트워크
2024-01-01	2024년	1	200	85671674	화이트 (WHITE) (Feat. 박재범)	다비치	D-MAKE	2015-12-16	이전 발매	전체	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, B2M Entertainment
2024-01-01	2024년	1	201	102856903	Paint The Town Red	Doja Cat	Paint The Town Red	2023-08-04	이전 발매	랩/힙합	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Kemosabe Records, RCA Records
2024-01-01	2024년	1	202	103675094	3D (Feat. Jack Harlow)	정국	3D	2023-09-29	이전 발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2024-01-01	2024년	1	203	93619160	바라만 본다	MSG워너비 (M.O.M)	MSG워너비 1집	2021-06-26	이전 발매	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	유야호
2024-01-01	2024년	1	204	88234598	Trip (Feat. Hannah)	릴러말즈 (Leellamarz)	Trip	2018-09-10	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	STRAD
2024-01-01	2024년	1	205	89557918	Last Christmas	Wham!	George Michael & Wham! Last Christmas : The Original Motion Picture Soundtrack	2019-11-08	이전 발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Sony Music CG
2024-01-01	2024년	1	206	89275179	기억해줘요 내 모든 날과 그때를	거미 (Gummy)	호텔 델루나 OST Part.7 (tvN 토일드라마)	2019-08-04	이전 발매	드라마	OST	(주)드림어스컴퍼니(국내)	Beyond Music
2024-01-01	2024년	1	207	89671512	너의 번호를 누르고 (Prod. by 영화처럼)	#안녕	너의 번호를 누르고	2019-11-30	이전 발매	인디	가요	(주)비타민엔터테인먼트(국내)	니즈먼트
2024-01-01	2024년	1	208	96696811	A bientot	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-01-01	2024년	1	209	99512830	Candy	NCT DREAM	Candy - Winter Special Mini Album	2022-12-16	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-01-01	2024년	1	210	96664100	That That (Prod. & Feat. SUGA of BTS)	싸이 (Psy)	싸다9	2022-04-29	이전 발매	댄스	가요	(주)드림어스컴퍼니(국내)	P NATION
2024-01-01	2024년	1	211	84861691	One Call Away	Charlie Puth	Nine Track Mind (Deluxe Edition)	2016-11-11	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Artist Partner
2024-01-01	2024년	1	212	95211813	매일 크리스마스 (Everyday Christmas)	다비치	매일 크리스마스 (Everyday Christmas)	2021-12-06	이전 발매	댄스	가요	STONE MUSIC ENTERTAINMENT(유통)	WAKEONE
2024-01-01	2024년	1	213	96696817	인생찬가	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-01-01	2024년	1	214	87479651	그리워하다	비투비	Brother Act.	2017-10-16	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	큐브 엔터테인먼트
2024-01-01	2024년	1	215	93751582	잘 지내자, 우리	최유리	잘 지내자, 우리	2021-07-14	이전 발매	인디	가요	주식회사 벅스(BUGS Corporation)	쇼파르엔터테인먼트
2024-01-01	2024년	1	216	89859975	마음을 드려요	아이유 (IU)	사랑의 불시착 OST Part 11 (tvN 토일 드라마)	2020-02-15	이전 발매	드라마	OST	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2024-01-01	2024년	1	217	16169546	Timeless	SG워너비	Wanna Be＋	2004-01-19	이전 발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2024-01-01	2024년	1	218	82691310	AEAO	다이나믹 듀오 & 디제이 프리미어	A Giant Step	2014-07-16	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	아메바컬쳐
2024-01-01	2024년	1	219	96583743	Love story	볼빨간사춘기	Seoul	2022-04-20	이전 발매	인디	가요	주식회사 벅스(BUGS Corporation)	쇼파르엔터테인먼트
2024-01-01	2024년	1	220	92749701	라일락	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2024-01-01	2024년	1	221	96696815	연애편지	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-01-01	2024년	1	222	87034188	밤편지	아이유 (IU)	밤편지	2017-03-24	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트, ㈜페이브엔터테인먼트
2024-01-01	2024년	1	223	87271938	선물	멜로망스 (MeloMance)	Moonlight	2017-07-10	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	민트페이퍼, 광합성
2024-01-01	2024년	1	224	86855495	오랜 날 오랜 밤	AKMU (악뮤)	사춘기 하 (思春記 下)	2017-01-03	이전 발매	락	가요	(주)와이지플러스	(주)YG엔터테인먼트
2024-01-01	2024년	1	225	104850486	봄이 와도 (Prod. by 로이킴)	박종민 & 로이킴	초대형 노래방 서바이벌 VS SEMI FINAL	2023-12-15	이전 발매	발라드	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2024-01-01	2024년	1	226	98461391	자격지심 (Feat. ZICO)	BE'O (비오)	FIVE SENSES	2022-09-29	이전 발매	랩/힙합	가요	주식회사 카카오엔터테인먼트	BIGPLANETMADE, SWING ENTERTAINMENT, 페임어스 엔터테인먼트
2024-01-01	2024년	1	227	82119386	Underneath the Tree	Kelly Clarkson	Wrapped In Red (Deluxe Ver.)	2020-11-06	이전 발매	캐롤	그외장르	소니뮤직엔터테인먼트코리아(주)(해외)	RCA, Legacy
2024-01-01	2024년	1	228	87298263	DINOSAUR	AKMU (악뮤)	SUMMER EPISODE	2017-07-20	이전 발매	댄스	가요	(주)와이지플러스	(주)YG엔터테인먼트
2024-01-01	2024년	1	229	93873862	비가 오는 날엔 (2021)	헤이즈 (Heize)	비가 오는 날엔 (2021)	2021-08-04	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통대행)	PLAYLIST
2024-01-01	2024년	1	230	87170806	민들레 (single ver.)	우효	민들레	2017-05-30	이전 발매	인디	가요	문화인	㈜문화인
2024-01-01	2024년	1	231	101590582	나의 바람 (Wind And Wish)	비투비	WIND AND WISH	2023-05-02	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	큐브 엔터테인먼트
2024-01-01	2024년	1	232	94932434	회전목마 (Feat. Zion.T & 원슈타인) (Prod. by Slom)	sokodomo	쇼미더머니 10 Episode 2	2021-11-13	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2024-01-01	2024년	1	233	93304399	비와 당신	이무진	슬기로운 의사생활 시즌2 OST Part 1 (tvN 목요드라마)	2021-06-18	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2024-01-01	2024년	1	234	89406900	10,000 Hours	Dan ＋ Shay & Justin Bieber	Good Things	2021-08-13	이전 발매	블루스/포크/컨트리	POP	워너뮤직코리아(주)(해외)	Warner Music Nashville
2024-01-01	2024년	1	235	89558702	늦은 밤 너의 집 앞 골목길에서	노을	늦은 밤 너의 집 앞 골목길에서	2019-11-07	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	씨제스 엔터테인먼트 (C-JeS Entertainment)
2024-01-01	2024년	1	236	102630730	I WANT	IVE (아이브)	I WANT	2023-07-13	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2024-01-01	2024년	1	237	104873418	꿈	태연 (TAEYEON)	웰컴투 삼달리 OST Part.3	2023-12-17	이전 발매	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2024-01-01	2024년	1	238	104400480	DIE 4 YOU	DEAN	4:44	2023-11-18	이전 발매	R&B/소울	가요	(주)유니버설뮤직(국내)	Universal Music Ltd.
2024-01-01	2024년	1	239	92797995	Tiny Riot	Sam Ryder	The Sun's Gonna Rise	2021-09-24	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone UK
