날짜	년도	순위	곡수	곡 코드	음원명	아티스트명	앨범명	발매일	발매년도	장르_세부	장르	유통사명	기획사명
2021-02-11	2021년	68	1	89296790	안녕	폴킴	호텔 델루나 OST Part.10 (tvN 토일드라마)	2019-08-12	2019년	드라마	OST	주식회사 카카오엔터테인먼트	냠냠엔터테인먼트
2021-02-11	2021년	69	1	91613328	For You (Feat. Crush)	이하이	For You	2020-12-16	2020년	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통대행)	AOMG
2021-02-11	2021년	70	1	90155964	살짝 설렜어 (Nonstop)	오마이걸 (OH MY GIRL)	NONSTOP	2020-04-27	2020년	댄스	가요	소니뮤직엔터테인먼트코리아(주)(국내)	WM Entertainment
2021-02-11	2021년	71	1	89530447	Love poem	아이유 (IU)	Love poem	2019-11-18	2019년	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2021-02-11	2021년	72	1	92234460	다시 만날까 봐 (Prod. by V.O.S)	이예준	다시 만날까 봐 (Prod. by V.O.S)	2021-02-07	2021년	발라드	가요	주식회사 카카오엔터테인먼트	뮤니콘
2021-02-11	2021년	73	1	87034188	밤편지	아이유 (IU)	밤편지	2017-03-24	2017년	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트, ㈜페이브엔터테인먼트
2021-02-11	2021년	74	1	92272051	이불	영탁	이불	2021-02-10	2021년	트로트	가요	주식회사 카카오엔터테인먼트	티조컬처앤컨텐츠, 뉴에라프로젝트, 밀라그로
2021-02-11	2021년	75	1	91563409	Achoo (Feat. pH-1 & HAON) (Prod. by GroovyRoom)	미란이 (MIRANI)	쇼미더머니 9 Episode 3	2020-12-05	2020년	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2021-02-11	2021년	76	1	89520901	Don't Start Now	Dua Lipa	Future Nostalgia	2020-03-27	2020년	팝	POP	워너뮤직코리아(주)(해외)	Warner Records
2021-02-11	2021년	77	1	91563411	뿌리 (Feat. JUSTHIS) (Prod. by GroovyRoom)	Khundi Panda	쇼미더머니 9 Episode 3	2020-12-05	2020년	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2021-02-11	2021년	78	1	90160784	나보다 더 사랑해요	김호중	나보다 더 사랑해요	2020-04-28	2020년	트로트	가요	주식회사 카카오엔터테인먼트	생각을보여주는엔터테인먼트
2021-02-11	2021년	79	1	89894708	어느 60대 노부부이야기	임영웅	내일은 미스터트롯 트롯 에이드 베스트	2020-02-21	2020년	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN, ㈜쇼플레이
2021-02-11	2021년	80	1	91529103	Panorama	IZ*ONE (아이즈원)	One-reeler / Act IV	2020-12-07	2020년	댄스	가요	STONE MUSIC ENTERTAINMENT(유통대행)	오프더레코드엔터테인먼트, 스윙엔터테인먼트
2021-02-11	2021년	81	1	90544866	At My Worst	Pink Sweat$	The Prelude	2020-07-17	2020년	R&B/소울	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2021-02-11	2021년	82	1	91625443	악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. by 코드 쿤스트)	스윙스 (Swings)	쇼미더머니 9 Semi Final	2020-12-12	2020년	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2021-02-11	2021년	83	1	86941521	봄날	방탄소년단	YOU NEVER WALK ALONE	2017-02-13	2017년	댄스	가요	(주)드림어스컴퍼니(국내)	빅히트엔터테인먼트
2021-02-11	2021년	84	1	91945817	옜다 (Take It) (Prod. by GroovyRoom)	머쉬베놈 (MUSHVENOM) & 저스디스 (JUSTHIS)	굴젓 (G＋Jus)	2021-01-12	2021년	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	H1GHR MUSIC, 인디고뮤직, 멋이밴놈
2021-02-11	2021년	85	1	90451189	마리아 (Maria)	화사 (Hwa Sa)	María	2020-06-29	2020년	댄스	가요	주식회사 카카오엔터테인먼트	(주)RBW
2021-02-11	2021년	86	1	91290290	가을밤에 든 생각	잔나비	잔나비 소곡집 l	2020-11-06	2020년	인디	가요	주식회사 카카오엔터테인먼트	페포니 뮤직
2021-02-11	2021년	87	1	88686378	주저하는 연인들을 위해	잔나비	전설	2019-03-13	2019년	인디	가요	주식회사 카카오엔터테인먼트	페포니 뮤직
2021-02-11	2021년	88	1	89776757	아무노래	지코 (ZICO)	아무노래	2020-01-13	2020년	랩/힙합	가요	주식회사 카카오엔터테인먼트	KOZ 엔터테인먼트
2021-02-11	2021년	89	1	91620457	잘할게	이승기	The Project	2020-12-10	2020년	발라드	가요	주식회사 카카오엔터테인먼트	(주)후크엔터테인먼트
2021-02-11	2021년	90	1	87594329	Downtown Baby	블루 (BLOO)	Downtown Baby	2017-12-06	2017년	랩/힙합	가요	(주)비타민엔터테인먼트(국내)	UNCUTPOINT
2021-02-11	2021년	91	1	91165220	I CAN'T STOP ME	TWICE (트와이스)	Eyes wide open	2020-10-26	2020년	댄스	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2021-02-11	2021년	92	1	90998269	DON'T TOUCH ME	환불원정대	DON'T TOUCH ME	2020-10-10	2020년	댄스	가요	주식회사 벅스(BUGS Corporation)	신박기획
2021-02-11	2021년	93	1	88281290	Paris in the Rain	Lauv	I met you when I was 18. (the playlist)	2018-05-31	2018년	팝	POP	주식회사 벅스(BUGS Corporation)	뮤직테이블
2021-02-11	2021년	94	1	88336380	너를 만나	폴킴	너를 만나	2018-10-29	2018년	발라드	가요	주식회사 카카오엔터테인먼트	뉴런뮤직
2021-02-11	2021년	95	1	88707240	노래방에서	장범준	장범준 3집	2019-03-21	2019년	락	가요	주식회사 카카오엔터테인먼트	㈜버스커버스커
2021-02-11	2021년	96	1	91423134	Freak (Prod. by Slom)	릴보이 (lIlBOI) & 원슈타인 & Chillin Homie & 스카이민혁 (Skyminhyuk)	쇼미더머니 9 Episode 1	2020-11-21	2020년	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2021-02-11	2021년	97	1	92261744	서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA))	윤하 (YOUNHA)	서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA))	2021-02-08	2021년	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO, 느을
2021-02-11	2021년	98	1	89623205	우리 왜 헤어져야 해	신예영	우리 왜 헤어져야 해	2019-11-20	2019년	발라드	가요	주식회사 카카오엔터테인먼트	㈜ 스튜디오 오드리
2021-02-11	2021년	99	1	90602627	눈누난나 (NUNU NANA)	제시 (Jessi)	NUNA	2020-07-30	2020년	랩/힙합	가요	주식회사 카카오엔터테인먼트	피네이션
2021-02-11	2021년	100	1	92116571	마지막 날에 (Moving On)	규현 (KYUHYUN)	마지막 날에 (Moving On)	2021-01-26	2021년	발라드	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT, Label SJ
2021-02-11	2021년	101	1	90250302	사랑하게 될 줄 알았어	전미도	슬기로운 의사생활 OST Part 11 (tvN 목요드라마)	2020-05-22	2020년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2021-02-11	2021년	102	1	91167642	너도 아는	폴킴	너도 아는	2020-10-27	2020년	발라드	가요	주식회사 카카오엔터테인먼트	뉴런뮤직
2021-02-11	2021년	103	1	90520051	거짓말이라도 해서 널 보고싶어	백지영	거짓말이라도 해서 널 보고싶어	2020-07-14	2020년	발라드	가요	주식회사 카카오엔터테인먼트	트라이어스
2021-02-11	2021년	104	1	90146199	서면역에서	순순희	서면역에서	2020-05-05	2020년	발라드	가요	(주)지니뮤직	비에스(BS) Ent.
2021-02-11	2021년	105	1	92234559	흑백사진 (2021) (바른연애 길잡이 X KCM)	KCM	흑백사진 (2021) (바른연애 길잡이 X KCM)	2021-02-06	2021년	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO, 느을
2021-02-11	2021년	106	1	89492238	Maniac	Conan Gray	Maniac	2019-10-25	2019년	팝	POP	(주)유니버설뮤직(해외)	Republic Records a division of UMG Recordings Inc
2021-02-11	2021년	107	1	91361842	뻔한남자	이승기	뻔한남자	2020-11-15	2020년	발라드	가요	주식회사 카카오엔터테인먼트	(주)후크엔터테인먼트
2021-02-11	2021년	108	1	89787351	바램	임영웅	내일은 미스터트롯 예선곡 베스트	2020-01-17	2020년	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN, ㈜쇼플레이
2021-02-11	2021년	109	1	88727092	bad guy	Billie Eilish	WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?	2019-03-29	2019년	락	POP	(주)유니버설뮤직(해외)	Darkroom, Interscope Records
2021-02-11	2021년	110	1	90551435	홀로	이하이	홀로	2020-07-23	2020년	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통대행)	AOMG
2021-02-11	2021년	111	1	86868102	첫눈처럼 너에게 가겠다	에일리 (Ailee)	도깨비 OST Part 9 (tvN 금토드라마)	2017-01-07	2017년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, 화앤담픽쳐스
2021-02-11	2021년	112	1	88729142	시든 꽃에 물을 주듯	HYNN (박혜원)	시든 꽃에 물을 주듯	2019-03-31	2019년	발라드	가요	주식회사 카카오엔터테인먼트	㈜엔터테인먼트뉴오더
2021-02-11	2021년	113	1	92156075	추억은 만남보다 이별에 남아	정동하	추억은 만남보다 이별에 남아	2021-01-31	2021년	발라드	가요	주식회사 카카오엔터테인먼트	뮤직원 컴퍼니
2021-02-11	2021년	114	1	89852057	Bang!	AJR	OK ORCHESTRA	2021-03-26	2021년	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Black Butter
2021-02-11	2021년	115	1	88860334	Painkiller	Ruel	Painkiller	2019-04-30	2019년	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	RCA Records Label
2021-02-11	2021년	116	1	91625438	고독하구만 (Feat. 수퍼비) (Prod. by GroovyRoom)	머쉬베놈 (MUSHVENOM)	쇼미더머니 9 Semi Final	2020-12-12	2020년	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2021-02-11	2021년	117	1	87894567	Bad	Christopher	Under the Surface	2019-11-08	2019년	팝	POP	워너뮤직코리아(주)(해외)	Parlophone Denmark
2021-02-11	2021년	118	1	88261335	사랑에 연습이 있었다면 (Prod. by 2soo)	임재현	사랑에 연습이 있었다면	2018-09-25	2018년	발라드	가요	주식회사 카카오엔터테인먼트	엔에스씨컴퍼니, 디원미디어
2021-02-11	2021년	119	1	90031687	처음처럼	엠씨더맥스 (M.C the MAX)	CEREMONIA	2020-03-25	2020년	발라드	가요	주식회사 카카오엔터테인먼트	325 이엔씨
2021-02-11	2021년	120	1	88987356	사랑이 식었다고 말해도 돼	먼데이 키즈 (Monday Kiz)	사랑이 식었다고 말해도 돼	2019-05-27	2019년	발라드	가요	주식회사 카카오엔터테인먼트	먼데이키즈 컴퍼니
2021-02-11	2021년	121	1	87506735	All Falls Down (Feat. Juliander)	Alan Walker & Noah Cyrus & Digital Farm Animals	Different World	2018-12-14	2018년	일렉트로니카	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Mer Musikk
2021-02-11	2021년	122	1	91226644	34＋35	Ariana Grande	Positions	2020-10-30	2020년	팝	POP	(주)유니버설뮤직(해외)	Republic Records, a division of UMG Recordings, Inc.
2021-02-11	2021년	123	1	88323996	Comethru	Jeremy Zucker	Summer,	2018-09-28	2018년	팝	POP	(주)유니버설뮤직(해외)	Republic Records
2021-02-11	2021년	124	1	88501296	그때가 좋았어	케이시 (Kassy)	그때가 좋았어	2018-12-31	2018년	발라드	가요	주식회사 카카오엔터테인먼트	넥스타엔터테인먼트
