년도	월	앨범명	앨범유형	플랫폼 앨범 종류	아티스트명	유형	음반 판매량	유통사
2023년	08월	BORN PINK	피지컬앨범		BLACKPINK	걸그룹	30,314	YG PLUS
2023년	08월	ALL MY GIRLS	피지컬앨범		EVERGLOW (에버글로우)	걸그룹	30,000	지니뮤직, Stone Music Entertainment
2023년	08월	10th Mini Album `FML`	피지컬앨범		세븐틴	보이그룹	29,908	YG PLUS
2023년	08월	Summus	피지컬앨범		세븐어스(SEVENUS)	보이그룹	29,307	Warner Music
2023년	08월	NEW MIND	피지컬앨범		NINE.i (나인아이)	보이그룹	29,000	Kakao Entertainment
2023년	08월	LOVElution < ↀ >	피지컬앨범		tripleS (트리플에스)	걸그룹	28,647	Kakao Entertainment
2023년	08월	13egin	피지컬앨범		인피니트 (Infinite)	보이그룹	27,945	Kakao Entertainment
2024년	03월	The Winning	피지컬앨범		아이유 (IU)	여자솔로	17,285	Kakao Entertainment
2023년	08월	3RD ALBUM `An Ode`	피지컬앨범		세븐틴	보이그룹	24,134	YG PLUS
2023년	08월	8th Mini Album `Your Choice`	피지컬앨범		세븐틴	보이그룹	23,960	YG PLUS
2023년	08월	I feel (POCA)	플랫폼앨범	POCA 앨범	(여자)아이들	걸그룹	23,383	Kakao Entertainment
2023년	08월	We Love You	피지컬앨범		다크비(DKB)	보이그룹	22,666	지니뮤직
2023년	08월	Shine (MINIRECORD)	플랫폼앨범	MINIRECORD 앨범	리베란테 (Libelante)	보이그룹	22,503	Kakao Entertainment
2023년	08월	A Midsummer NMIXX`s Dream	피지컬앨범		NMIXX	걸그룹	22,168	Dreamus
2023년	08월	혼돈의 장: FIGHT OR ESCAPE	피지컬앨범		투모로우바이투게더	보이그룹	20,992	YG PLUS
2023년	08월	VENI VIDI VICI (PLVE)	플랫폼앨범	PLVE 앨범	VANNER (배너)	보이그룹	20,400	지니뮤직
2023년	10월	SOME	피지컬앨범		문종업	남자솔로	24,528	Warner Music
2023년	08월	열	피지컬앨범		LUCY	보이그룹	18,515	Kakao Entertainment
2023년	08월	7th Mini Album `헹가래`	피지컬앨범		세븐틴	보이그룹	17,795	YG PLUS
2023년	08월	HARMONY : ALL IN	피지컬앨범		P1Harmony	보이그룹	17,665	Kakao Entertainment
2023년	08월	NOEASY	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	17,455	Dreamus
2023년	08월	Golden Hourglass (POCA)	플랫폼앨범	POCA 앨범	오마이걸 (OH MY GIRL)	걸그룹	17,264	Sony Music
2023년	08월	4th Album Repackage `SECTOR 17`	피지컬앨범		세븐틴	보이그룹	17,124	YG PLUS
2023년	06월	2023 S/S Collection	피지컬앨범		김성규	남자솔로	25,285	Kakao Entertainment
2023년	08월	minisode1 : Blue Hour	피지컬앨범		투모로우바이투게더	보이그룹	15,793	YG PLUS
2023년	08월	ODDINARY	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	15,226	Dreamus
2023년	08월	Golden Hourglass	피지컬앨범		오마이걸 (OH MY GIRL)	걸그룹	15,194	Sony Music
2023년	02월	Sensory Flows - The 1st Album	피지컬앨범		예성 (YESUNG)	남자솔로	26,481	Dreamus
2023년	08월	SPECIAL ALBUM `DIRECTOR`S CUT`	피지컬앨범		세븐틴	보이그룹	14,815	Kakao Entertainment
2023년	08월	I`ve IVE	피지컬앨범		IVE (아이브)	걸그룹	14,443	Kakao Entertainment
2024년	06월	Strawberry Rush	피지컬앨범		츄(Chuu)	여자솔로	17,252	지니뮤직
2023년	08월	이름의 장: TEMPTATION	피지컬앨범		투모로우바이투게더	보이그룹	13,417	YG PLUS
2023년	08월	4th Album `Face the Sun` (Weverse)	플랫폼앨범	WEVERSE 앨범	세븐틴	보이그룹	13,126	YG PLUS
2023년	08월	Ready : 여름방학	피지컬앨범		더윈드 (The Wind)	보이그룹	12,909	지니뮤직, Stone Music Entertainment
2023년	08월	THE ALBUM	피지컬앨범		BLACKPINK	걸그룹	12,145	YG PLUS
2023년	08월	KILL THIS LOVE	피지컬앨범		BLACKPINK	걸그룹	11,714	YG PLUS
2023년	08월	1st EP `New Jeans`	피지컬앨범		NewJeans	걸그룹	11,544	YG PLUS
2023년	08월	1st EP `New Jeans` (Weverse)	플랫폼앨범	WEVERSE 앨범	NewJeans	걸그룹	10,841	YG PLUS
2023년	08월	EXIST - The 7th Album (SMC)	플랫폼앨범	SMC 앨범	EXO	보이그룹	10,587	Kakao Entertainment
2023년	08월	MADELEINE (Nemo)	플랫폼앨범	NEMO 앨범	LIMELIGHT (라임라잇)	걸그룹	10,500	지니뮤직, Stone Music Entertainment
2023년	08월	minisode 2: Thursday`s Child	피지컬앨범		투모로우바이투게더	보이그룹	10,374	YG PLUS
2023년	08월	4th Album Repackage `SECTOR 17` (Weverse)	플랫폼앨범	WEVERSE 앨범	세븐틴	보이그룹	10,129	YG PLUS
2023년	08월	ONE MORE TIME (PLVE)	플랫폼앨범	PLVE 앨범	브브걸 (BBGIRLS)	걸그룹	10,000	Warner Music
2023년	08월	KILL MY DOUBT (TAPE)	피지컬앨범		ITZY (있지)	걸그룹	9,729	Dreamus
2023년	08월	KISS OF LIFE	피지컬앨범		KISS OF LIFE	걸그룹	9,619	Kakao Entertainment
2023년	08월	Friend-SHIP	피지컬앨범		HORI7ON(호라이즌)	보이그룹	9,590	YG PLUS
2023년	08월	ANTIFRAGILE	피지컬앨범		LE SSERAFIM (르세라핌)	걸그룹	9,546	YG PLUS
2023년	08월	GO生	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	9,270	Dreamus
2023년	08월	DIMENSION : DILEMMA	피지컬앨범		ENHYPEN	보이그룹	9,268	지니뮤직, Stone Music Entertainment
2023년	08월	Savage - The 1st Mini Album	피지컬앨범		aespa	걸그룹	9,097	Kakao Entertainment
2024년	05월	COLOURS (Nemo)	플랫폼앨범	NEMO 앨범	솔라	여자솔로	16,129	Kakao Entertainment
2023년	08월	LOVE DIVE	피지컬앨범		IVE (아이브)	걸그룹	9,005	Kakao Entertainment
2023년	06월	Impasto	피지컬앨범		유채훈	남자솔로	27,285	Kakao Entertainment
2023년	08월	CONTINUE?	피지컬앨범		루네이트(LUN8)	보이그룹	8,752	Kakao Entertainment
2023년	08월	이름의 장: TEMPTATION (Weverse)	플랫폼앨범	WEVERSE 앨범	투모로우바이투게더	보이그룹	8,705	YG PLUS
2023년	08월	`OMG`	피지컬앨범		NewJeans	걸그룹	8,271	YG PLUS
2024년	05월	Attitude	피지컬앨범		현아 (HyunA)	여자솔로	16,000	지니뮤직, Stone Music Entertainment
2023년	08월	2ND FULL ALBUM `REBOOT` (Nemo)	플랫폼앨범	NEMO 앨범	TREASURE (트레저)	보이그룹	7,998	YG PLUS
2024년	04월	COLOURS (Nemo)	플랫폼앨범	NEMO 앨범	솔라	여자솔로	15,670	Kakao Entertainment
2023년	08월	MY WORLD - The 3rd Mini Album	피지컬앨범		aespa	걸그룹	7,710	Kakao Entertainment
2023년	10월	Layover	피지컬앨범		V	남자솔로	27,466	YG PLUS
2023년	09월	Get A Guitar	피지컬앨범		RIIZE	보이그룹	1,039,600	Kakao Entertainment
2023년	09월	WHY..	피지컬앨범		BOYNEXTDOOR	보이그룹	461,419	YG PLUS
2023년	04월	FACE	피지컬앨범		지민	남자솔로	28,012	YG PLUS
2023년	09월	SUN SEEKER	피지컬앨범		CRAVITY	보이그룹	299,277	Kakao Entertainment
2023년	09월	Target: ME	피지컬앨범		EVNNE(이븐)	보이그룹	250,785	지니뮤직, Stone Music Entertainment
2023년	04월	Blank Page	피지컬앨범		김우석	남자솔로	28,274	Sony Music
2023년	09월	La Dolce Vita	피지컬앨범		원어스(ONEUS)	보이그룹	150,420	Kakao Entertainment
2023년	09월	폭풍 속으로	피지컬앨범		TEMPEST(템페스트)	보이그룹	114,609	지니뮤직, Stone Music Entertainment
2023년	09월	Golden Age - The 4th Album	피지컬앨범		NCT	보이그룹	88,751	Kakao Entertainment
2023년	09월	Magic Hour	피지컬앨범		Kep1er (케플러)	걸그룹	80,508	지니뮤직, Stone Music Entertainment
2023년	11월	Guilty - The 4th Mini Album	피지컬앨범		태민 (TAEMIN)	남자솔로	29,262	Kakao Entertainment
2023년	09월	ISTJ - The 3rd Album (Nemo)	플랫폼앨범	NEMO 앨범	NCT DREAM	보이그룹	69,518	Kakao Entertainment
2023년	10월	Good & Great - The 2nd Mini Album	피지컬앨범		키 (KEY)	남자솔로	29,299	Kakao Entertainment
2023년	09월	NEW TOMORROW	피지컬앨범		FANTASY BOYS	보이그룹	54,751	Kakao Entertainment
2023년	09월	기대 - The 2nd Mini Album (SMC)	플랫폼앨범	SMC 앨범	디오 (D.O.)	남자솔로	29,934	Kakao Entertainment
2023년	06월	OVERDRIVE (POCA)	플랫폼앨범	POCA 앨범	I.M (아이엠)	남자솔로	30,000	Sony Music
2023년	09월	Loossemble	피지컬앨범		Loossemble (루셈블)	걸그룹	49,702	Warner Music
2023년	07월	FACE	피지컬앨범		지민	남자솔로	30,348	YG PLUS
2023년	09월	DUAL	피지컬앨범		The Rose (더 로즈)	보이그룹	46,873	Warner Music
2023년	09월	STILL ON MY WAY	피지컬앨범		TRENDZ (트렌드지)	보이그룹	45,088	뮤직앤뉴
2023년	09월	YOUTH IN THE SHADE	피지컬앨범		ZEROBASEONE (제로베이스원)	보이그룹	43,985	지니뮤직, Stone Music Entertainment
2023년	09월	폭풍 속으로 (POCA)	플랫폼앨범	POCA 앨범	TEMPEST(템페스트)	보이그룹	42,320	지니뮤직, Stone Music Entertainment
2023년	09월	Friend-SHIP	피지컬앨범		HORI7ON(호라이즌)	보이그룹	42,285	YG PLUS
2023년	09월	O!RUL8,2?	피지컬앨범		방탄소년단	보이그룹	40,793	YG PLUS
2023년	09월	ASTERUM : The Shape of Things to Come	피지컬앨범		PLAVE	보이그룹	40,136	YG PLUS
2023년	09월	4th Album `Face the Sun`	피지컬앨범		세븐틴	보이그룹	39,752	YG PLUS
2023년	09월	4th Album Repackage `SECTOR 17`	피지컬앨범		세븐틴	보이그룹	39,704	YG PLUS
2023년	09월	DARK&WILD	피지컬앨범		방탄소년단	보이그룹	34,628	YG PLUS
2023년	09월	La Dolce Vita (POCA)	플랫폼앨범	POCA 앨범	원어스(ONEUS)	보이그룹	34,066	Kakao Entertainment
2023년	09월	2 Cool 4 Skool	피지컬앨범		방탄소년단	보이그룹	33,790	YG PLUS
2023년	09월	ASTERUM (POCA)	플랫폼앨범	POCA 앨범	PLAVE	보이그룹	31,483	YG PLUS
2023년	09월	NEW TOMORROW (MINIRECORD)	플랫폼앨범	MINIRECORD 앨범	FANTASY BOYS	보이그룹	30,000	Kakao Entertainment
2023년	06월	TO DIE FOR	피지컬앨범		B.I	남자솔로	31,376	Dreamus
2023년	09월	Magic Hour (MINIRECORD)	플랫폼앨범	MINIRECORD 앨범	Kep1er (케플러)	걸그룹	29,471	지니뮤직, Stone Music Entertainment
2023년	09월	BORN PINK	피지컬앨범		BLACKPINK	걸그룹	28,891	YG PLUS
2022년	02월	R	피지컬앨범		로제 (ROSE)	여자솔로	15,268	YG PLUS
2023년	09월	DARK BLOOD	피지컬앨범		ENHYPEN	보이그룹	24,352	지니뮤직, Stone Music Entertainment
2023년	09월	9th Mini Album `Attacca`	피지컬앨범		세븐틴	보이그룹	23,286	YG PLUS
2023년	04월	Predator	피지컬앨범		이기광	남자솔로	33,479	Kakao Entertainment
2023년	09월	2ND FULL ALBUM `REBOOT`	피지컬앨범		TREASURE (트레저)	보이그룹	21,198	YG PLUS
2023년	09월	Miracle (우리라는 기적) (MINIRECORD)	플랫폼앨범	MINIRECORD 앨범	포르테나 (Fortena)	보이그룹	21,151	Kakao Entertainment
2023년	09월	Skool Luv Affair	피지컬앨범		방탄소년단	보이그룹	20,684	YG PLUS
2023년	09월	7+UP	피지컬앨범		EL7Z UP (엘즈업)	걸그룹	20,095	지니뮤직, Stone Music Entertainment
2023년	09월	BOOM	피지컬앨범		로켓펀치 (Rocket Punch)	걸그룹	18,948	Kakao Entertainment
2023년	09월	NOEASY	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	18,519	Dreamus
2023년	09월	2nd EP `Get Up`	피지컬앨범		NewJeans	걸그룹	18,250	YG PLUS
2023년	09월	Sage	피지컬앨범		FTISLAND (FT 아일랜드)	보이그룹	18,244	Kakao Entertainment
2023년	09월	Frame the Blueprint : Prelude to Possibilities (PLVE)	플랫폼앨범	PLVE 앨범	티아이오티 (TIOT)	보이그룹	18,019	Warner Music
2023년	09월	2nd Mini Album [Seoul Dreaming] (POCA)	플랫폼앨범	POCA 앨범	H1-KEY	걸그룹	18,010	Sony Music
2023년	09월	EXIST - The 7th Album	피지컬앨범		EXO	보이그룹	17,277	Kakao Entertainment
2023년	09월	WHY.. (Weverse)	플랫폼앨범	WEVERSE 앨범	BOYNEXTDOOR	보이그룹	17,247	YG PLUS
2023년	09월	2nd EP `Get Up` (Weverse)	플랫폼앨범	WEVERSE 앨범	NewJeans	걸그룹	17,201	YG PLUS
2023년	09월	STILL ON MY WAY (POCA)	플랫폼앨범	POCA 앨범	TRENDZ (트렌드지)	보이그룹	15,034	뮤직앤뉴
2023년	09월	FESTA	피지컬앨범		퍼플키스	걸그룹	15,031	Kakao Entertainment
2023년	04월	Blank or Black	피지컬앨범		박지훈	남자솔로	35,006	NHN벅스
2023년	11월	WHITREE	피지컬앨범		남우현	남자솔로	36,296	Kakao Entertainment
2022년	09월	안녕 (Hello) - Special Album	피지컬앨범		조이 (JOY)	여자솔로	15,251	Dreamus
2023년	09월	I feel	피지컬앨범		(여자)아이들	걸그룹	13,360	Kakao Entertainment
2023년	09월	I`ve IVE	피지컬앨범		IVE (아이브)	걸그룹	12,997	Kakao Entertainment
2023년	09월	SUN SEEKER (PLVE)	플랫폼앨범	PLVE 앨범	CRAVITY	보이그룹	12,555	Kakao Entertainment
2023년	09월	ODDINARY	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	12,312	Dreamus
2023년	09월	MAXIDENT	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	11,872	Dreamus
2023년	09월	3RD ALBUM `An Ode`	피지컬앨범		세븐틴	보이그룹	11,481	YG PLUS
2023년	09월	열	피지컬앨범		LUCY	보이그룹	10,604	Kakao Entertainment
2023년	03월	Circle - The 1st Album (POCA)	플랫폼앨범	POCA 앨범	온유 (ONEW)	남자솔로	36,902	Dreamus
2023년	09월	4th Album `Face the Sun` (Weverse)	플랫폼앨범	WEVERSE 앨범	세븐틴	보이그룹	10,468	YG PLUS
2023년	09월	LOVE DIVE	피지컬앨범		IVE (아이브)	걸그룹	10,187	Kakao Entertainment
2023년	09월	FESTA (POCA)	플랫폼앨범	POCA 앨범	퍼플키스	걸그룹	10,000	Kakao Entertainment
2023년	09월	7th Mini Album `헹가래`	피지컬앨범		세븐틴	보이그룹	9,901	YG PLUS
2023년	09월	HARD - The 8th Album	피지컬앨범		샤이니 (SHINee)	보이그룹	9,616	Kakao Entertainment
2023년	09월	혼돈의 장: FIGHT OR ESCAPE	피지컬앨범		투모로우바이투게더	보이그룹	9,404	YG PLUS
2023년	09월	ELEVEN	피지컬앨범		IVE (아이브)	걸그룹	9,344	Kakao Entertainment
2023년	09월	THE GIRLS (BLACKPINK THE GAME OST) (Nemo)	플랫폼앨범	NEMO 앨범	BLACKPINK	걸그룹	9,180	테이크원컴퍼니
2023년	09월	GO生	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	9,168	Dreamus
2023년	09월	8th Mini Album `Your Choice`	피지컬앨범		세븐틴	보이그룹	8,705	YG PLUS
2023년	09월	ALL MY GIRLS	피지컬앨범		EVERGLOW (에버글로우)	걸그룹	8,473	지니뮤직, Stone Music Entertainment
2023년	09월	1st EP `New Jeans`	피지컬앨범		NewJeans	걸그룹	8,271	YG PLUS
2023년	09월	이름의 장: TEMPTATION	피지컬앨범		투모로우바이투게더	보이그룹	8,050	YG PLUS
2023년	09월	minisode1 : Blue Hour	피지컬앨범		투모로우바이투게더	보이그룹	7,904	YG PLUS
2023년	09월	Summus (POCA)	플랫폼앨범	POCA 앨범	세븐어스(SEVENUS)	보이그룹	7,887	Warner Music
2023년	02월	Floral Sense - The 1st Album Special Ver.	피지컬앨범		예성 (YESUNG)	남자솔로	39,258	Dreamus
2023년	09월	We Love You	피지컬앨범		다크비(DKB)	보이그룹	7,434	지니뮤직
2023년	09월	10th Mini Album `FML`	피지컬앨범		세븐틴	보이그룹	7,319	YG PLUS
2023년	09월	2ND ALBUM [PHANTASY] Pt.1 Christmas In August	피지컬앨범		더보이즈(THE BOYZ)	보이그룹	6,896	Kakao Entertainment
2023년	09월	＜Version Up＞	피지컬앨범		ODD EYE CIRCLE	걸그룹	6,873	Kakao Entertainment
2023년	09월	2ND FULL ALBUM `REBOOT` (Nemo)	플랫폼앨범	NEMO 앨범	TREASURE (트레저)	보이그룹	6,772	YG PLUS
2023년	07월	NOWITZKI (한정반)	피지컬앨범		빈지노 (Beenzino)	남자솔로	41,073	Kakao Entertainment
2023년	09월	MY WORLD - The 3rd Mini Album	피지컬앨범		aespa	걸그룹	6,597	Kakao Entertainment
2023년	09월	★★★★★ (5-STAR)	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	6,489	Dreamus
2023년	01월	Chapter 0: WITH	피지컬앨범		진영 (GOT7)	남자솔로	41,954	Kakao Entertainment
2023년	11월	에세이 ep.2 (POCA)	플랫폼앨범	POCA 앨범	장민호	남자솔로	42,366	Kakao Entertainment
2023년	09월	SQUARE UP	피지컬앨범		BLACKPINK	걸그룹	6,127	YG PLUS
2023년	09월	DIMENSION : ANSWER	피지컬앨범		ENHYPEN	보이그룹	6,110	지니뮤직, Stone Music Entertainment
2023년	09월	1st EP `New Jeans` (Weverse)	플랫폼앨범	WEVERSE 앨범	NewJeans	걸그룹	6,029	YG PLUS
2023년	09월	minisode 2: Thursday`s Child	피지컬앨범		투모로우바이투게더	보이그룹	5,926	YG PLUS
2023년	09월	DEBUT ALBUM : BIRTH OF COSMO (Nemo)	플랫폼앨범	NEMO 앨범	엔싸인 (n.SSign)	보이그룹	5,850	Kakao Entertainment
2022년	07월	나빌레라	피지컬앨범		현아 (HyunA)	여자솔로	15,177	Kakao Entertainment
2023년	09월	NEW MIND	피지컬앨범		NINE.i (나인아이)	보이그룹	5,752	Kakao Entertainment
2023년	09월	이름의 장: TEMPTATION (Weverse)	플랫폼앨범	WEVERSE 앨범	투모로우바이투게더	보이그룹	5,524	YG PLUS
2023년	10월	11th Mini Album `SEVENTEENTH HEAVEN`	피지컬앨범		세븐틴	보이그룹	4,716,230	YG PLUS
2023년	10월	이름의 장: FREEFALL	피지컬앨범		투모로우바이투게더	보이그룹	2,510,658	YG PLUS
2023년	10월	I`VE MINE	피지컬앨범		IVE (아이브)	걸그룹	1,807,379	Kakao Entertainment
2023년	10월	Fact Check - The 5th Album	피지컬앨범		NCT 127	보이그룹	1,489,690	Kakao Entertainment
2023년	10월	11th Mini Album `SEVENTEENTH HEAVEN` (Weverse)	플랫폼앨범	WEVERSE 앨범	세븐틴	보이그룹	424,166	YG PLUS
2023년	06월	FRAME	피지컬앨범		한승우	남자솔로	43,231	Kakao Entertainment
2023년	10월	11th Mini Album `SEVENTEENTH HEAVEN` (KiT)	플랫폼앨범	KIT 앨범	세븐틴	보이그룹	240,076	YG PLUS
2023년	10월	이름의 장: FREEFALL (Weverse)	플랫폼앨범	WEVERSE 앨범	투모로우바이투게더	보이그룹	226,006	YG PLUS
2023년	10월	6th EP Album 불안의 서 챕터 2. `Can We Surrender?`	피지컬앨범		EPEX (이펙스)	보이그룹	214,099	Kakao Entertainment
2023년	08월	A.I.BAE (POCA)	플랫폼앨범	POCA 앨범	LE`V (레비)	남자솔로	44,038	Warner Music
2023년	06월	SHALALA - The 1st Mini Album (SMC)	플랫폼앨범	SMC 앨범	태용 (TAEYONG)	남자솔로	45,523	Kakao Entertainment
2023년	10월	HEAT	피지컬앨범		(여자)아이들	걸그룹	159,998	Kakao Entertainment
2023년	10월	Fact Check - The 5th Album (SMC)	플랫폼앨범	SMC 앨범	NCT 127	보이그룹	145,277	Kakao Entertainment
2023년	10월	Fact Check - The 5th Album (Nemo)	플랫폼앨범	NEMO 앨범	NCT 127	보이그룹	144,237	Kakao Entertainment
2023년	10월	Press Play	피지컬앨범		NiziU (니쥬)	걸그룹	124,312	Dreamus
2023년	10월	Livelock	피지컬앨범		Xdinary Heroes	보이그룹	95,717	Dreamus
2023년	10월	LOVE EFFECT	피지컬앨범		온앤오프 (ONF)	보이그룹	83,673	Sony Music
2023년	03월	춘몽	피지컬앨범		박서진	남자솔로	46,331	Kakao Entertainment
2024년	02월	INSIDE OUT	피지컬앨범		설아 (우주소녀)	여자솔로	14,742	Kakao Entertainment
2023년	09월	YOUR CITY	피지컬앨범		정용화(Jung Yong Hwa)	남자솔로	47,075	Kakao Entertainment
2023년	05월	Studio Live Album `MINDSET`	피지컬앨범		윤하	여자솔로	14,524	Kakao Entertainment
2023년	10월	빛 : BIT Part.2	피지컬앨범		YOUNITE	보이그룹	52,996	Kakao Entertainment
2023년	10월	I`VE MINE (PLVE)	플랫폼앨범	PLVE 앨범	IVE (아이브)	걸그룹	49,490	Kakao Entertainment
2023년	09월	The Move : Street (POCA)	플랫폼앨범	POCA 앨범	이채연	여자솔로	14,500	지니뮤직, Stone Music Entertainment
2023년	10월	History Of Kingdom : Part Ⅶ. JAHAN	피지컬앨범		KINGDOM (킹덤)	보이그룹	36,445	Warner Music
2023년	10월	side-B : memoirs of echo unseen (POCA)	플랫폼앨범	POCA 앨범	Billlie	걸그룹	36,100	Kakao Entertainment
2023년	10월	빛 : BIT Part.2 (POCA)	플랫폼앨범	POCA 앨범	YOUNITE	보이그룹	35,464	Kakao Entertainment
2023년	10월	NEW DNA	피지컬앨범		XG	걸그룹	34,272	지니뮤직, Stone Music Entertainment
2023년	10월	I feel	피지컬앨범		(여자)아이들	걸그룹	32,270	Kakao Entertainment
2023년	11월	ONLY ONE	피지컬앨범		방예담	남자솔로	50,034	Warner Music
2023년	10월	FLARE	피지컬앨범		TOZ (티오지)	보이그룹	28,889	Warner Music
2023년	10월	Magic Hour	피지컬앨범		Kep1er (케플러)	걸그룹	27,550	지니뮤직, Stone Music Entertainment
2023년	09월	1st Mini Album `JCFACTORY`	피지컬앨범		재찬	남자솔로	50,534	지니뮤직
2023년	10월	EVOLution < ⟡ >	피지컬앨범		tripleS (트리플에스)	걸그룹	25,728	Kakao Entertainment
2023년	10월	1st Single Album `Harmony from Discord`	피지컬앨범		QWER	걸그룹	25,433	Kakao Entertainment
2023년	09월	Letters with notes	피지컬앨범		Young K (DAY6)	남자솔로	53,629	Dreamus
2023년	02월	`Truth or Lie` - 1st MINI ALBUM	피지컬앨범		황민현	남자솔로	54,154	YG PLUS
2023년	10월	WHY..	피지컬앨범		BOYNEXTDOOR	보이그룹	23,297	YG PLUS
2023년	12월	FACE (LP)	피지컬앨범		지민	남자솔로	56,456	YG PLUS
2023년	10월	4th Album `Face the Sun`	피지컬앨범		세븐틴	보이그룹	22,121	YG PLUS
2023년	10월	NEW TOMORROW	피지컬앨범		FANTASY BOYS	보이그룹	21,203	Kakao Entertainment
2023년	06월	REALIEZ	피지컬앨범		강다니엘	남자솔로	57,032	Sony Music
2023년	10월	ASTERUM (POCA)	플랫폼앨범	POCA 앨범	PLAVE	보이그룹	21,022	YG PLUS
2023년	10월	LOVE EFFECT (POCA)	플랫폼앨범	POCA 앨범	온앤오프 (ONF)	보이그룹	20,000	Sony Music
2023년	10월	Honey or Spice	피지컬앨범		LIGHTSUM	걸그룹	19,412	Kakao Entertainment
2023년	10월	7+UP	피지컬앨범		EL7Z UP (엘즈업)	걸그룹	18,361	지니뮤직, Stone Music Entertainment
2023년	10월	NOEASY	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	17,981	Dreamus
2023년	10월	2nd EP `Get Up`	피지컬앨범		NewJeans	걸그룹	16,996	YG PLUS
2023년	04월	Perfume - The 1st Mini Album (Nemo)	플랫폼앨범	NEMO 앨범	NCT 도재정	남자솔로	57,824	Dreamus
2023년	10월	MAXIDENT	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	15,893	Dreamus
